glacier_name, lat, lon, total_area 
,31.847,77.579,0.247
,-43.373,170.322,0.092
,30.433,95.596,5.1
165,39.05,69.22,0.4
157,39.38,70.51,0.2
10,38.27,100.55,0.17
,57.354,-131.077,0.92
197,45.17,80.43,2.1
88,39.67,70.08,0.1
2,38.37,100.33,1.06
,-43.66,170.292,0.018
,-40.083,-71.45,0.051
,57.86,-129.615,0.06
,57.391,-132.21,0.2
128,38.08,72.82,0.9
,60.973,-140.006,0.4
95,45.08,79.95,0.8
,29.026,83.795,0.01
,60.045,-136.129, 
UZHN. LJADESHT,43.17,42.45,2.1
,56.877,-129.939,0.02
COMPANY,48.25,-120.867,2.1
,60.778,-137.85, 
6,42.63,82.63,0.07
,27.781,86.51,1.27
,35.622,77.618,0.27
,29.718,82.925,8.95
,30.903,93.753,0.6
,35.986,78.987,0.04
,80.857,-95.25,0.2
19,42.57,80.8,0.18
,-11.872,-74.85,0.43
8,38.33,71.63,0.4
,32.425,78.509,0.18
,77.093,-83.008,0.84
,36.86,74.916,0.432
,78.083,17.283,1.75
153,42.26,70.87,0.9
Vostochnyj Mugur,50.276,90.146,3.9
,30.436,93.702,0.2
,57.819,-132.163,0.42
1,42.72,83.22,1.53
,35.528,81.693,3.96
,-14.85,-72.302,0.94
,69.68,-54.73,0.24
,32.943,76.658,0.286
,-44.239,168.852,0.029
269,40.03,72.73,0.3
,32.383,94.226,0.79
,29.532,96.632,0.43
70,38.98,68.57,0.4
,34.754,76.546,1.841
37,40.98,77.1,0.1
,37.243,90.81,0.23
,30.276,95.091,2.5
,70.55,-53.23,1.16
57,68.4,128.55,0.2
209,43.15,42.45,0.9
4,48.35,88.53,0.19
,35.572,75.442,0.098
,30.475,93.481,1
15,44.98,79.4,4.2
,68.217,-154.433,0.16
,31.31,81.292,0.3
,34.288,79.793,1.88
,36.385,77.258,0.13
,-40.7,-71.635,0.007
14,38.18,96.08,0.45
260,74.3,55.87,1.2
108,39.53,70,0.3
/SAGELV,67.776,15.878,0.04
399,38,73.42,0.4
,36.844,76.304,0.71
,-11.864,-75.071,0.05
70,43.48,84.78,0.3
,70.43,-51.63,1.12
,-33.571,-69.927,0.1
,57.429,-129.653,0.36
,28.848,87.472,0.29
361,58.18,160.82,1.6
,30.214,92.437,0.18
527,74.03,56.7,6.4
BAJO RIO BLANCO,-32.968,-69.976,4.38
,34.347,80.812,0.35
OTTOBREEN,79.6,14.5,7
45,81.32,55.48,0.4
Najgaon Gal,30.604,80.207,3.94
,57.534,-131.066,0.06
,-43.538,170.572,0.251
352,41.9,79.22,0.5
,34.855,73.383,0.157
,29.855,84.596,0.13
,32.3,78.845,0.15
34,44.63,80.68,0.08
,29.958,90.005,0.17
,35.772,72.677,1.3
,-63.8114,-57.1928, 
77,41.1,77.42,1.8
325,37.58,73.47,0.4
44,44.98,80.1,1.08
,33.05,79.7,0.12
,69.85,-54.68,0.69
/RANELV,66.583,14.781,2.6
,-43.33,170.957,0.026
,29.292,82.782,4.3
,36.263,77.969,0.75
,59.179,-137.48, 
,37.558,75.017,0.15
,28.319,85.166,0.73
,35.879,75.807,1.052
,46.468,9.58,0.08
,57.187,-130.805,0.14
68,68.97,128.42,0.14
,60.45,-44.8,0.03
,35.765,72.848,0.221
,30.69,93.54,0.5
9,43.4,89.7,0.2
Hinacna,36.136,74.532,51.259
14,44.53,80.47,0.11
11,43.38,85.37,0.2
,-14.604,-69.415,2.09
No 309,44.666,79.573,0.4
,29.11,96.392,1.2
Gemu,28.2,92.796,5.63
,-32.687,-70.124,0.03
,57.342,-129.183,0.03
,57.106,-129.839,0.13
,57.839,-132.355,1.24
,31.179,102.95,0.32
,60.007,-138.208,0.12
,-13.866,-70.349,0.12
,57.216,-128.296,0.02
,60.3,-44.15,0.32
,61.71,-48.6,0.63
,-32.756,-70.023,0.02
,36.571,87.319,0.36
,28.997,83.56,0.59
Rolwaling,27.829,86.53,38.16
,30.916,93.715,0.3
,70.5,-53.65,0.63
,56.665,-131.377,0.06
,28.124,86.757,0.27
Alcarinayoc,-13.686,-71.075,7.29
,31.325,93.157,0.05
,32.888,76.65,0.237
,-14.604,-72.488,0.08
,56.627,-131.409,0.15
,59.951,-136.072, 
,-15.437,-72.103,0.2
10,42.48,83.63,1.14
,57.215,-131.101,0.11
,45.748,6.854,0.06
/ FUSTA,65.992,13.55,0.09
,47.85,-123.383,0.14
,46.681,9.895,0.06
NINO PERDIDO,-10.439,-76.758,0.43
,27.881,88.027,0.89
,38.478,75.25,0.53
,31.108,78.78,0.22
ARPISSON,45.676,7.375,0.35
,35.086,73.523,0.464
,29.973,90.164,0.3
,36.534,75.372,0.221
,28.069,91.317,5.48
,38.985,74.805,0.59
GROUPE,45.276,6.651,0.04
6,42.3,83.87,0.49
131,53.98,158.13,0.5
PUNTA REMES WEST,46.697,10.677,0.11
29,38.95,73.8,0.3
,28.128,92.708,0.5
,-47.65,-73.25,1
276,39.4,70.37,1.7
No 19,71.1,178.77,0.01
,29.197,101.221,0.35
LONG,44.886,6.342,0.1
,35.408,69.472,0.41
CAQUITUCO C,-39.707,-71.67,0.011
,28.094,86.071,1.43
,-33.071,-69.872,0.02
,60.786,-137.902, 
,33.496,94.974,0.49
1,41.33,78.77,1.06
,79.543,-89.85,7.77
MISQUICOCHA 2,-8.688,-77.799,0.05
,-43.925,169.756,0.033
HAUER,47.048,10.912,0.35
,30.035,80.971,3.27
3,39.3,98.1,0.29
,30.408,93.827,1.1
No 32,44.644,79.212,0.5
385,42.42,75.06,0.9
,30.537,97.311,0.14
,28.529,84.494,8.71
,49.632,-125.969,0.4
,30.705,94.136,0.1
,35.447,81.317,0.17
30,38.57,71.6,0.4
CIMA DI ROCCA,46.397,10.64,0.09
SVARTKUVBREEN,76.667,16.95,4.7
CHANAS A,-36.222,-70.523,0.01
,46.778,8.845,0.03
199,42.1,79.96,0.8
ZARAMAG,42.72,43.85,3.3
20,41.93,80.67,0.5
CHIQUERO GL,-32.22,-69.604,1.48
,57.195,-131.234,0.14
10,43.87,84.03,6.53
,31.043,79.103,0.56
74,38.85,72.07,1.4
226,45.17,80.7,0.9
,57.338,-128.904,0.05
No 232,49.771,87.751,0.2
,36.727,77.94,0.43
,30.385,79.701,0.05
,61.11,-139.029,0.1
32,42.5,83.95,0.54
,31.871,77.812,0.241
,61.101,-139.7,0.56
,35.191,82.403,0.31
,69.71,-53.98,1.06
,29.946,84.843,0.13
MONTE PERDIDO,42.678,0.038,0.48
,57.124,-129.984,0.08
,-42.09,172.588,0.025
/JOSTED,61.617,7.133,1.2
,61.684,-140.197,0.24
,28.994,97.627,7.33
,34.208,75.575,2.02
,-9.09,-77.612,1.22
,35.038,74.544,3.466
,35.233,77.268,2.07
,28.036,86.668,0.28
,27.831,88.015,3.82
,58.312,-129.607,0.24
,29.323,96.033,0.25
,36.455,76.898,0.52
59,78.57,105.02,108.5
,28.378,100.383,2.2
,-13.352,-72.531,0.61
145,49.88,86.22,0.6
394,41.98,77.96,3.1
,36.48,78.15,0.7
,37.387,75.17,0.52
No 33,38.962,70.813,1.1
,36.698,78.136,0.23
821,43.33,41.52,0.2
5,47.07,85.52,1.4
52,43.75,84.83,0.15
TALBOT GLACIER,77.902,-78.25,157.14
,36.715,75.883,0.16
,30.155,85.006,0.21
,57.467,-129.955,0.05
,37.961,75.532,0.37
52,44.05,84.08,0.11
,29.408,96.707,0.25
,35.565,77.685,0.51
,-45.324,167.373,0.082
125,41.3,77.3,0.1
,32.828,77.409,0.145
3,42.28,84.77,0.63
,32.54,78.002,0.6
,28.864,83.425,0.23
Sytargi,38.686,71.813,4.7
GCN31,-52.896,-73.025,2.1
,37.839,87.388,0.76
,30.79,91.892,0.11
15,39.65,71.7,0.8
,57.455,-129.828,0.22
,68.25,-149.75,0.65
No 194,49.87,87.323,0.2
,30.082,84.35,0.28
,-43.06,171.187,0.061
,44.621,80.165,0.06
99,42.19,79.94,3.1
,-16.133,-68.217,0.2
,36.388,77.243,0.14
,79.342,-89.835,0.22
14,43.7,84.85,0.06
3,38.58,99.08,0.14
Kaliakra Gl,-62.585,-60.179,68.037
,-13.88,-70.385,0.16
,35.15,72.754,0.085
,57.231,-128.449,0.03
,31.095,82.356,0.36
,36.12,78.277,1.1
,35.695,79.94,0.17
,69.46,-52.9,0.15
86,65.1,145.55,0.4
,47.187,12.763,0.06
333,61.38,172.25,0.1
,56.817,-131.844,0.04
AGA,46.047,9.886,0.02
92,37.78,72.32,1.2
,57.312,-129.339,0.15
,27.731,88.367,3.54
16,41.25,78.45,0.62
,58.264,-128.298,1.08
,30.742,82.635,0.4
,-43.657,170.309,0.051
,-9.346,-77.324,0.27
,-9.332,-77.327,0.04
64,44.8,80.5,0.13
71,42.31,74.88,0.2
74,41.96,77.26,6.3
,30.399,94.124,6.4
,28.778,97.5,2.23
339,41.43,77.91,0.8
,46.046,6.89,0.09
502,39.25,68.77,0.3
,35.687,80.153,0.05
28,39.4,98.17,1.53
14,43.55,85.17,26.62
Cherang,31.517,78.4,8.2
410,38.07,73.45,1.4
Padrechachoc,-13.297,-72.384,0.48
/RAUTAS,68.192,18.839,0.15
116,61.85,171.93,0.2
3,38.3,95.63,0.15
,60.71,-44.76,0.08
WE.STILLUPP W,47.042,11.933,0.1
,30.227,95.604,0.05
18,42.35,70.65,0.4
,30.545,94.93,1.9
,36.047,81.593,6.15
8,44.68,80.77,4.7
,28.093,89.841,13.217
,35.999,79.5,2.28
,34.991,73.538,0.276
,61.46,-47.95,0.01
,48.333,-121.067,0.05
,57.07,-130.946,0.43
9,41.92,81.07,0.45
,-54.395,3.357,0.306
,-32.272,-69.643,0.44
,61.851,-138.893, 
,33.494,91.376,1.71
,61.523,-139.613,0.11
,29.217,83.443,0.12
,57.637,-129.655,0.03
,71.544,-77.43,1.077
157,41.64,78.81,0.3
No 269,49.699,87.434,0.1
,56.785,-131.023,0.26
,31.079,81.735,0.19
,33.748,82.425,1.11
,66.552,-65.246,1.01
3,42.7,85.1,0.18
53,41.39,76.97,0.2
,57.727,-132.51,4.12
55,42.01,72.31,0.2
85,42.5,45.83,0.1
372,42.03,79.85,13.4
,-11.72,-74.939,0.57
221,42.15,79.79,2.4
,32.437,76.922,0.575
30,42.92,76.72,0.4
,-11.561,-76.151,0.05
,-9.228,-77.41,1.21
,-63.2999,-62.1151, 
Baiyun,34.956,78.346,6.68
NANATUCKS,57.579,-131.917,0.87
,36.409,82.554,0.7
,35.58,82.202,0.38
1,65.17,149.2,0.2
256,42.4,74.68,0.7
,57.48,-128.781,0.28
,57.938,-132.467,0.27
13,38.9,99.08,0.15
,-13.516,-71.158,0.06
,45.501,6.822,0.05
279,39.48,70.78,0.4
LANGEDAL /  SJOA,61.411,8.489,0.96
78,38.42,71.35,1.3
,32.295,78.199,0.93
5,38.17,72.45,0.6
859,36.97,71.93,3.5
Colorados 01,-26.167,-68.367,3.7
,34.878,75.971,0.128
,60.9,-44.91,0.18
73,42.13,70.46,0.4
13,39.13,69.87,0.8
,-33.306,-69.862,0.19
,36.552,77.762,0.63
MURADAYO 2,-11.846,-75.087,1.03
RUCHENFIRN,46.813,8.79,1.13
,36.378,79.372,0.28
,57.224,-131.919,0.1
,69.98,-54.43,0.14
,29.629,96.205,0.05
,36.638,91.223,0.34
,36.597,74.672,0.215
,46.656,8.414,0.07
,34.892,74.757,0.223
,56.78,-131.836,0.09
,32.814,92.192,1.62
,36.585,87.386,7.21
,60.072,-135.969, 
,35.961,80.838,3.21
98,42.21,71.83,0.8
308,38.07,73.12,0.3
,27.957,87.591,0.75
,30.33,90.625,0.5
,56.544,-131.477,0.91
,31.751,94.785,0.14
,28.158,92.85,6.5
,35.8,77.846,0.58
,29.042,97.719,1.11
547,38.3,72.92,1.5
,28.339,98.754,0.28
,32.785,92.816,1.53
,65.95,-52.9,0.48
,-69.0085,-67.0874, 
,31.058,81.596,0.02
204,39.43,72.88,1.5
,29.27,82.27,0.52
L del Desierto 14,-49.078,-72.947,1.2
,79.995,-94.092,0.4
676,73.25,55.15,1.1
,30.759,88.619,0.36
412,38.78,73.02,0.3
,36.642,77.615,0.08
,35.732,79.903,0.19
133,36.85,71.82,0.4
,35.367,80.539,5.47
279,41.75,79.24,0.6
,-9.8,-77.242,0.14
,27.95,87.961,0.08
,30.544,90.77,0.19
,36.221,73.901,0.714
,70.26,-50.81,2.51
,28.097,92.534,0.05
,60.53,-44.75,0.17
59,41.42,78.42,0.1
10,49.03,87.8,0.16
1,38,97.72,0.06
,68.617,-147.317,0.34
,35.584,82.266,0.13
262,42.15,78.25,0.5
,77.898,-78.05,7.83
CURPA,-12.548,-75.789,0.22
516,42.9,77.38,2
,-16.22,-68.194,0.01
,29.295,101.875,0.56
,33.054,92.082,0.73
,46.526,9.498,0.01
,67.417,-155.417,0.26
50,43.33,85.02,0.58
,57.458,-131.352,1.91
19,81.27,56.28,3.3
86,39.65,70.1,0.3
,48.717,-121.35,0.44
,32.326,78.89,0.05
MOGOTES D,-39.478,-71.281,0.01
,-11.863,-76.028,0.2
,-68.796,-90.679,1.977
,61.75,-48.3,2.11
,27.894,88.441,0.22
331,41.6,77.37,0.8
,28.653,98.25,5.18
,29.636,96.418,0.1
,36.369,90.159,0.21
,30.092,81.995,0.23
BORGNE GL. DU,45.306,6.773,0.32
24,38.4,71.77,0.3
,37.133,75.244,0.43
,30.875,93.989,2.48
,31.668,77.639,0.851
65,42.43,81.78,0.91
,35.975,73.319,0.104
89,41.92,76.83,0.1
229,37.08,72.3,0.3
,80.572,-93.042,0.7
,30.505,95.143,0.4
,37.482,-118.857,0.07
,63.71,-49.86,5.1
,36.429,78.757,0.92
,-43.022,171.37,0.049
108,41.86,76.55,0.2
,63.6,-50.71,9.6
41,37.8,72.05,0.3
,28.041,88.105,0.08
60,44.03,83.7,0.31
136,38.3,72.02,1.3
,28.822,90.3,0.23
,30.29,81.396,2.2
,30.491,80.148,0.07
,32.998,79.728,0.11
,35.832,90.778,37.76
408D,42.98,43.17,0.4
409,42.43,75.25,3.2
MOIRY GLACIER DE,46.089,7.595,6.11
,31.347,78.761,0.84
,70.26,-52.56,4.83
,28.23,90.483,3.2
,30.021,81.518,0.08
204,38.1,73.03,0.7
,35.196,78.645,1.12
31,43.2,86.87,0.3
,28.981,96.368,0.1
,30.214,81.897,3.16
,-43.241,170.938,0.033
,36.614,77.504,1.04
,36.34,76.481,1.36
6,79.93,58.48,0.1
,30.16,96.843,0.22
,37.212,75.017,1.18
No 52,75.852,107.636,0.1
27,75.95,61.13,6
,36.367,76.23,1.62
24,53.85,96.13,0.3
,31.59,85.093,0.09
,60.38,-44.86,0.06
34,42.22,79.71,0.5
,35.852,73.046,0.179
,36.512,89.718,0.55
2,41.9,80.35,0.27
206,39.47,72.88,0.9
5B,40.52,44.15,0.18
,-43.425,170.475,0.103
,57.425,-130.409,0.04
,29.693,86.839,0.3
,35.578,80.561,3.55
275,42.21,78.28,0.3
23,43.53,84.47,0.05
,60.044,-136.47, 
,32.747,92.162,0.2
,34.832,99.484,2.17
6,44.68,80.85,0.07
,-13.826,-71.305,0.07
GROUPE,45.62,6.976,0.08
,27.805,86.865,0.13
18,43.65,85.58,0.24
FOS-N-,45.174,7.088,0.2
,-53.3,-72.867,2.6
,27.719,87.623,0.87
,36.242,73.022,0.29
,35.196,78.304,0.3
588,39.07,69.07,0.2
Crystal Glacier,-61.9432,-57.9525, 
,56.814,-130.074,0.02
,59.785,-136.404, 
,66.78,-49.66,300.34
967,43.75,40.48,1
,28.392,90.093,0.08
,60.678,-138.333, 
HELSINGBORGBREEN,77.95,16.833,10
,29.889,82.174,0.88
,28.723,84.315,1.21
S. MOWICH,46.867,-121.833,3.57
KALTWASSERGL.,46.251,8.084,1.85
21,41.93,46.95,0.2
35,43.55,85.4,0.07
,-65.9968,-61.2281, 
,33.053,76.732,0.491
,72.964,-82.829,2.712
,36.321,79.013,0.18
2,42.73,82.08,0.15
,34.16,79.817,0.18
8,42.6,81.6,0.06
-acaria,-14.6,-69.513,0.43
,27.993,90.574,0.296
,30.752,83.31,0.26
178,39.48,73.12,3.3
,37.488,75.161,0.39
STOCKKOGEL,46.897,11.008,0.14
,29.584,97.202,0.16
RICHTERBREEN,77.633,15.5,10.6
GL EST HTE PISSE,44.905,6.15,0.52
Kalahoi I,34.167,75.358,2.41
No 60,44.73,79.657,1
DRAGONE,45.907,7.559,0.14
,29.878,89.96,0.02
,36.118,79.503,15.75
/VETLEF,61.408,6.625,0.6
,57.818,-130.192,0.08
SARBMEJK /ROTSDE,69.73,20.642,1.05
,29.942,97.048,0.35
,30.718,80.176,0.42
,28.396,84.581,0.18
219,39.22,70.55,0.1
335,39.83,72.73,0.6
,29.571,96.519,0.02
,46.511,10.492,0.08
,34.881,75.673,0.1
,60.649,-139.109,0.66
30,43.17,86.85,0.23
,63.9,-50.15,0.15
,-13.323,-72.373,0.36
177,39.48,73.13,2.7
,57.174,-128.1,0.05
,60.18,-44.31,0.04
,35.364,76.24,1.16
,45.927,7.06,0.06
16,39.2,98.37,0.43
,34.891,89.6,0.47
,30.675,82.379,0.1
,35.59,76.432,3.74
,57.424,-128.81,0.04
,-44.803,167.887,0.266
,29.83,96.244,3.3
Ghuchharsar,35.834,72.153,0.728
241,42.18,78.14,0.3
366,38.75,72.95,0.4
,27.929,92.429,0.1
,30.636,88.488,0.11
52,42.05,80.65,0.18
,65.81,-52.2,5.72
,39.024,74.792,0.23
,33.993,79.061,0.778
,31.802,77.991,1.14
596,39.03,69.07,0.4
,28.338,91.15,0.16
,30.463,96.921,0.13
32,38.55,97.68,3.47
,36.143,80.115,0.11
,-34.452,-70.125,0.13
778,38.32,72.93,0.6
442,39.5,71.42,0.4
,-34.018,-69.848,0.79
,-14.348,-69.725,0.23
803,37.13,72.3,0.2
,32.551,79.292,0.1
,69.56,-53.08,0.74
,36.641,78.186,0.14
220,41.45,77.45,0.7
,47.8,-123.633,0.02
,35.812,79.846,1.4
,59.741,-137.56, 
HOHWAENGGL.,46.024,7.644,2.51
288,37.22,72.67,0.9
,28.078,91.447,0.03
,30.995,78.534,0.75
,28.12,89.533,0.6
311,42.9,42.55,0.2
,29.61,95.933,2.48
,28.798,83.995,4.81
,57.224,-128.387,0.21
,29.228,83.806,0.2
,61.541,-140.742,0.15
,28.473,84.284,0.52
,32.59,76.822,4.434
,70.26,-51.15,0.11
,77.525,18.08,0.182
,27.9,87.795,0.55
,35.547,81.008,0.32
60,40.67,74.4,1.2
,68.117,-149.867,0.28
21,43.85,84.03,0.6
,34.241,90.205,0.18
80,42.08,70.41,0.1
226,38.1,71.57,0.5
Frielebreen,71.103,-8.05,2.8
,69.88,-54.43,1.14
,31.655,103.013,0.78
,30.744,82.741,0.4
,29.792,92.793,0.2
,29.465,96.151,0.15
,36.257,82.616,3.24
,33.131,79.551,0.17
473,73.8,56.12,1.6
,32.431,77.541,0.428
17,42.6,82.58,0.07
Rimdarang,31.45,78.469,0.48
318,42.58,74.84,0.4
,72.071,-77.82,0.355
43,39.48,69.63,0.2
,-17.036,-67.297, 
142,38.87,72.98,0.6
,69.009,-68.514,0.396
,35.606,94.749,0.28
81,61.88,171.53,0.1
,32.727,77.718,0.047
No 241,44.746,79.883,0.1
GROUPE,45.286,6.623,0.02
,58.025,-131.728,0.11
148,39.42,73.15,0.4
UREZZAS VAD. D',46.855,10.184,0.53
,29.931,96.979,0.16
,30.93,79.79,2.45
,-34.069,-70.33,1.14
,60.364,-138.357, 
76,40.56,74.53,2.6
RURIKBREEN,78,18.217,2.25
7,42.53,80.87,0.23
3,39.45,97.52,0.43
No 34,50.26,90.005,0.1
,36.195,77.323,1.19
,-43.506,170.595,0.072
41,80.07,47.88,2.9
169,37.92,73.13,2.8
,37.276,85.988,0.13
,34.166,80.045,0.37
,-14.597,-69.517,0.12
,70.1,-51.46,0.48
90,41.98,77.4,0.4
,36.636,77.393,0.04
,28.257,90.323,0.03
,28.663,84.413,1.9
,29.471,94.947,0.93
,30.783,80.205,0.15
,27.795,92.172,0.64
236,42,78.63,0.2
,34.773,78.513,0.13
,33.184,79.199,0.08
,36.089,76.208,1.56
51,39,67.77,0.4
Tista Khangse,27.953,88.821,8.04
,57.823,-132.232,0.73
,45.999,7.242,0.09
GLAERNISCHFIRN,47.005,9,2.09
,28.923,93.572,0.75
39,62.07,171.02,0.1
,27.815,88.001,0.02
,59.991,-137.943,0.52
227,39.4,72.48,1.7
7,43.93,84.38,0.29
GAVIGNES CENTR.,46.954,11.274,0.06
,57.293,-131.268,8
,32.609,77.224,1.128
,60.68,-45.11,0.11
,66.4,-52.68,0.89
/BEIARE,66.736,14.42,0.22
,32.572,77.235,0.102
,59.222,-137.35, 
,34.31,82.023,0.91
,30.425,94.815,1.5
,-63.8163,-57.5622, 
,28.2,92.744,0.83
,60.03,-44.36,0.12
,79.22,14.25,0.418
622,73.07,54.47,0.1
,27.656,87.04,0.14
,34.359,81.916,3.5
356,39.3,69.83,0.1
,-29.68,-69.92,0.02
,36.2,78.194,0.91
,27.995,90.604,1.067
,29.309,97.332,0.35
6,38.25,98.55,0.14
,-65.1154,-62.5673, 
,59.892,-135.902, 
,57.463,-131.929,0.31
,59.33,-136.945, 
,60.089,-136.337, 
,35.055,78.952,0.13
,29.234,96.025,0.1
50,42.9,82.48,0.18
601,61.82,170.92,0.7
,57.352,-131.96,0.05
VERRA-CASTORE,45.909,7.772,1.09
,31.566,80.604,0.25
286,38.69,72.43,0.2
,57.082,-130.003,0.03
,60.26,-44.41,3.82
,-64.1937,-57.123, 
6,43.02,94.37,0.07
25,80.55,45.7,13
,-68.8181,-67.0939, 
,28.631,84.744,2.8
,32.702,96.91,0.32
,30.244,95.878,0.1
,59.326,-137.599, 
,57.361,-129.981,0.01
,59.363,-137.454, 
30,43.05,87.13,0.21
1,38.27,100.63,0.43
/  AURA,62.586,8.103,0.7
,36.013,78.887,0.24
25,48.95,87.8,0.12
,57.17,-128.926,0.18
,28.548,84.944,1.21
,40.333,74.8,0.23
13,42.07,81.25,0.26
,68.2,-149.6,0.62
,30.529,83.546,0.5
425,37.62,72.68,0.1
,36.17,78.122,0.1
,40.183,74.85,0.03
,-43.771,170.287,0.029
,66.15,-50.05,1.09
,29.62,96.537,0.05
,31.704,77.7,0.76
,60.45,-44.71,0.2
,28.199,87.58,0.33
,27.886,92.466,0.01
,59.511,-136.814, 
95,41.87,71.65,0.8
,57.543,-131.067,1.64
,78.958,-90.283,13.21
293,42.11,78.41,3.9
341B,42.8,43.83,0.7
,67.41,-49.7,798.99
,70.28,-52.65,0.33
,80.693,-95.667,0.2
,29.673,85.672,0.1
,30.701,94.671,5.09
,57.429,-131.22,0.06
,57.513,-131.497,1.68
,31.952,77.873,0.25
681,38.93,68.23,1
,35.978,99.521,0.2
,56.506,-131.12,0.27
,-34.683,-70.388,2.59
46,41.37,76.89,0.4
,35.289,77.145,0.72
,-15,-69.05,0.21
FORNET,45.743,6.856,0.09
,28.693,84.317,0.16
,57.055,-130.939,4.01
29,80.2,53.42,28.1
,78.85,-88.6,1.51
,59.953,-138.452,0.32
,-44.108,169.485,0.03
159,41.15,78.04,0.5
,31.973,95.214,0.74
,29.247,83.655,0.13
18,42.47,83.53,0.22
,29.657,95.169,1.1
,70.55,-53.16,1.04
175,42.25,79.4,0.2
,57.514,-129.906,0.08
,35.634,78.772,0.38
,35.278,75.291,0.072
Cerro Cono 5,-47.783,-72.283,0.3
,61.708,-138.091, 
,61.632,-140.076,0.33
,38.731,74.419,0.48
189,39.63,70.65,1.2
,31.926,94.9,0.08
,35.444,97.612,0.12
,39.295,75.147,0.39
,28.678,83.53,0.03
,80.323,-93.675,47.78
,79.25,14.417,1.05
,68.2,-154.817,0.08
,35.584,81.84,0.79
/RISELV,61.73,5.333,0.03
,68.217,-149.283,0.26
,57.693,-129.381,0.05
,57.324,-130.686,0.14
,66.21,-53.41,0.06
,28.705,83.488,0.08
,57.453,-131.573,0.1
GCN75,-53.057,-73.251,0.34
,29.728,85.954,0.24
,68.1,-153,0.31
,57.244,-130.982,1.25
140,39.38,73.17,0.2
VIENTO V,-37.117,-70.547,0.03
Damao,34.951,78.327,2.68
,28.295,91.074,0.38
27,42.85,82.35,0.08
,66.396,-65.754,2.428
8,43.83,84.83,0.28
,57.424,-129.508,0.02
PIERRE JOSEPH,45.908,6.992,0.58
,78.078,-75.74,1.44
,29.53,101.92,0.54
,29.754,96.483,2.1
1,38.38,95.75,0.08
28,42,81.15,0.34
,33.574,94.982,0.61
Ccomercocha,-13.818,-71.122,0.51
12,44.02,82.87,0.19
Beas Kund Gl,32.393,77.041,1.028
,-11.932,-75.018,0.17
,30.485,96.93,0.08
,46.445,9.725,0.09
,30.1,90.162,1.7
402,37.68,72.68,1
,60.472,-137.123, 
,60.974,-140.015,0.93
,30.487,94.146,0.5
22,44.07,83.4,3.6
,69.66,-52.56,4.07
,46.614,8.792,0.16
,38.72,75.199,0.36
,68.367,-147.6,0.44
,29.701,97.101,0.1
94,62.35,141.27,0.4
,28.057,92.518,0.85
,33.631,81.92,6.07
,36.398,78.914,0.73
,28.862,84.724,0.2
,31.183,78.748,0.29
,59.072,-136.99, 
42,38.27,95.93,0.78
,29.712,101.847,0.24
86,41.59,78.57,1.1
SCHWERTECK M,47.06,12.733,0.49
21,48.93,87.58,0.19
58,39.75,71.67,0.2
No 44,75.884,107.773,0.1
,39.15,74.946,2.04
186,37.83,72.67,0.2
,67.08,-53.11,0.23
,30.58,84.106,0.12
,29.785,82.447,0.13
49,42.51,73.51,0.9
,57.605,-128.516,0.08
,35.91,75.501,2.837
,-16,-68.333,3.9
Xipijia,31.86,94.737,9.74
,36.602,89.578,0.1
,69.48,-53.38,0.47
,33.755,74.467,0.34
,36.647,91.267,0.62
,28.649,83.304,0.29
,27.923,88.078,0.58
465,39.27,69.12,0.4
,31.114,93.359,0.16
299,42.47,74.72,0.2
,28.273,86.25,0.8
,35.094,74.69,0.303
91,65,146.08,0.4
,29.949,94.999,2.74
,32.747,93.292,0.26
26,39.38,97.82,0.09
,30.095,86.847,0.2
,32.23,76.875,0.058
,66.237,-63.133,0.175
,29.612,96.445,1.15
,36.039,80.311,0.06
,35.282,76.53,2.55
,32.963,92.29,2.5
,36.008,76.301,2.96
,77.35,16.567,1.3
401,38.05,73.4,0.1
,47.617,-123.267,0.07
No 437,38.58,71.41,0.9
,29.665,87.189,0.2
747,39.15,68.35,3.8
290,37.22,72.72,0.1
165,41.74,78.81,0.1
,36.171,71.887,0.345
,30.978,79.503,0.07
124,78.77,104.58,1.1
,60.45,-148.8,18.6
,36.066,79.825,0.2
20,43.43,85.02,0.12
Comuni,-14.623,-69.433,0.39
,77.352,-78.645,0.06
,30.214,90.153,0.92
,70.16,-51.23,0.21
,32.483,77.27,0.214
77,39.28,69.77,0.2
,-64.7269,-62.7166, 
5,43.7,88.72,0.65
U2,-47.45,-73.498,9.5
,56.793,-130.387,0.02
76,45.27,81.23,0.4
,30.517,93.276,1.5
GROUPE,45.539,6.838,0.25
,29.806,96.305,2.2
791,37.18,72.4,0.7
,66.25,-50.9,0.3
,35.743,75.271,0.445
,-15,-69.05,0.17
,35.767,93.754,0.65
,29.7,93.003,0.1
,30.602,93.889,0.5
34,44.03,83.97,0.17
169,39.03,73.2,2.4
,30.58,99.54,1.49
,56.975,-130.709,0.05
,28.664,83.757,11.77
,34.798,74.955,1.981
,31.73,77.623,0.24
196,66.72,140.22,0.9
35,41.41,76.97,0.2
,35.483,77.733,4.45
,34.753,76.811,0.34
,30.815,93.648,0.05
329,39.8,72.72,0.2
TROMEN H,-39.485,-71.22,0.06
,35.79,80.882,0.4
,60.452,-137.432, 
373,37.3,73.88,0.5
Kenney Glacier,-63.4235,-57.0382, 
,46.626,8.484,0.1
